,Title,Address or Zone,Property Details,Url,Image,Source Info,Source Date or Published Date (Days),Price,No of Bedroom Available,Floor Size or Property Size sq. feet
388,Casa Ria Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,PROPERTY DETAILS Name: Casa Ria Address: Taman Maluri Cheras 55100 Kuala Lumpur Type: Condominium Tenure: Freehold No. Of Bedrooms: 3 No. of...,http://rd.trovit.com/id.T1u6qbQ1TR/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.14/,#NA,iProperty,30+ days ago,MYR 448000,3,1100
389,Taman damai impian 2 bandar damai perdana, 56000 Cheras Ampang Jaya Selangor ,...Lumpur city centre. Easily accessible via: Jalan Alam Damai Jalan Belimbing MRR2 Cheras-Kajang Highway and SILK Highway For more details...,http://rd.trovit.com/id.fG1S1hJ41m1P/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.15/,#NA,Propsocial,30+ days ago,MYR 250000,3,667
390,Segar Ria Taman Segar Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Pangsapuri Segar Ria Jalan 1A Taman Bukit Segar 56100 Kuala Lumpur for Rent Property details: + Freehold + 650 sq. Ft. 3 Bedrooms  2...,http://rd.trovit.com/id.g1f1A1e1PD71E/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.16/,#NA,iProperty,30+ days ago,MYR 155000,3,650
391,Cheras South Selangor, Cheras Ampang Jaya Selangor ,First spanish design double storey terrace garden homes in selangor malaysia! Luxury Garden Homes Double Storey Semi-D With Palace Landscaping ✔ ,http://rd.trovit.com/id.Y1P1821a1D1z1A/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.17/,#NA,Propertysia,30+ days ago,MYR 630000,5,3080
392,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Sdn Bhd BLK A-2-3 Kuchai Exchange No 43 Jalan Kuchai Maju 13 Off Jalan Kuchai Lama 58200 Kuala Lumpur. Tel: 0379837--- Fax: 0379825---,http://rd.trovit.com/id.nE1Zf1M6191S/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.18/,#NA,iProperty,30+ days ago,MYR 480000,3,1050
393,Bintang Mas Taman Ikan Emas Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Lumpur Tenure: Leasehold No. Of Storey: 15 No. of Units: 240 No. Of Bedrooms: 4 No. of Bathrooms: 2 Please contact Kimberley at 017-918-6...,http://rd.trovit.com/id.rnLzY1z18M/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.19/,#NA,iProperty,30+ days ago,MYR 450000,4,1300
394,Bintang Mas Taman Ikan Emas Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Bintang mas condo for sale jalan jelawat 1 cheras kuala lumpur. Freehold. 1162sf. 3 Bedrooms 2 Bathrooms. Low Floor. Near LRT Cheras. Below...,http://rd.trovit.com/id.1B81zTjUTE/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.20/,#NA,iProperty,30+ days ago,MYR 430000,3,1162
395,Cloud Tree Town Villa Condo Bandar Damai Perdana Cheras..., Cheras Ampang Jaya Selangor ,Cloud Tree Town Villa Condo Bandar Damai Perdana Cheras Kuala Lumpur Asking Price: RM1.35Mil.,http://rd.trovit.com/id.0i1u1f1ZH1Av/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.21/,#NA,Mudah,30+ days ago,MYR 1350000,6,2550
396,Puncak Banyan Taman Connaught Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Puncak banyan condo @ taman connaught cheras kuala lumpur call irene 017-2486--- to viewing property details: =. Built up: 820 sqft. 3...,http://rd.trovit.com/id.1N1fI1y1yv11v/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.22/,#NA,iProperty,26 days ago,MYR 317000,3,810
397,Cheras South Selangor, Cheras Ampang Jaya Selangor ,Malaysia property line d premier 1 damai perdana cheras. Brand New 2-Sty Terrace Super Link House D' Premier I. A stylish 2 storey Luxurious Ho,http://rd.trovit.com/id.181DlZ131G4T/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.23/,#NA,Propertysia,30+ days ago,MYR 1080000,5,2691
398,Sky Vista Residency Taman Pertama Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Lumpur and Selangor we are doing selling renting buying for all kind of properties in residential commercial industry and all kind of...,http://rd.trovit.com/id.0ir1j1jO1iM/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.24/,#NA,iProperty,30+ days ago,MYR 818000,3,1700
399,Pertama Residency Taman Kobena Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Lumpur and Selangor we are doing selling renting buying for all kind of properties in residential commercial industry and all kind of...,http://rd.trovit.com/id.1-jK151A1ve0/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.986web-modphp-105dbda3934eae6/tracking/what_d.kuala%20lumpur/type.1/page.16/cookieid.421531292365dbda3934e0150.71309509/campaigns.283/pos.25/,#NA,iProperty,30+ days ago,MYR 340000,1,610
400,Shamelin Star Taman Shamelin Perkasa Cheras, 55300 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Lumpur Golden Triangle). 6.7km (15 minutes) to KLCC (Petronas Twin Tower) Please contact Wai Lee 0182893--- for viewing appointment! Thanks,http://rd.trovit.com/id.13041A59m1i/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.1/,//img-ap-1.trovit.com/img1my/13041A59m1i/13041A59m1i.1_10.jpg,iProperty,30+ days ago,MYR 790000,3,1200
401,Pertama Residency Taman Kobena Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Lumpur and Selangor we are doing selling renting buying for all kind of properties in residential commercial industry and all kind of...,http://rd.trovit.com/id.1wy101V1_1v81N/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.2/,//img-ap-1.trovit.com/img1my/1wy101V1_1v81N/1wy101V1_1v81N.1_10.jpg,iProperty,30+ days ago,MYR 310000,1,610
402,Angkasa Condominiums Taman Connaught Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Lumpur and Selangor we are doing selling renting buying for all kind of properties in residential commercial industry and all kind of...,http://rd.trovit.com/id.vdSu1J1GS1I/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.3/,//img-ap-1.trovit.com/img1my/vdSu1J1GS1I/vdSu1J1GS1I.1_10.jpg,iProperty,30+ days ago,MYR 395000,3,920
403,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,Maxim Residences Cheras Kuala Lumpur Property Details: Serviced Residence. Leasehold / Non Bumi. 1 Bedroom. 1 Bathroom. 678 sqft. Vacant. 1...,http://rd.trovit.com/id.-F1tIfLMm/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.4/,//img-ap-1.trovit.com/img1my/-F1tIfLMm/-F1tIfLMm.1_10.jpg,iProperty,30+ days ago,MYR 368000,1,678
404,Vila Vista Taman Pertama Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Villa Vista Condominium Taman Pertama Cheras A beautiful high end high-end condominium located in the vicinity of Cheras Kuala Lumpur FOR...,http://rd.trovit.com/id.1ba1Lo1rD1XL/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.5/,#NA,iProperty,30+ days ago,MYR 1090000,4,1675
405,Manda'rina Court Taman Orkid Desa Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,...Mortgage: RM 1350 / mth 3 2 780 sqft RM 423.08 psf Manda'rina Court. Jalan 10/142 Taman Orkid Desa Taman Connaught Other Cheras Kuala...,http://rd.trovit.com/id.IV1v1JNj141i/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.6/,#NA,iProperty,30+ days ago,MYR 338000,3,780
406,Suasana Lumayan Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,For sale. SUASANA LUMAYAN CONDOMINIUM Jalan Tasik Permaisuri 2 Bandar Tun Razak 56000 Kuala Lumpur Wilayah Persekutuan Kuala Lumpur. Actual...,http://rd.trovit.com/id.1f1N111g81-aD/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.7/,#NA,iProperty,30+ days ago,MYR 450000,4,1142
407,Suasana Lumayan Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,...unit! ][hot unit] [cheapest] [open for everyone] FOR SALE: SUASANA LUMAYAN CONDOMINIUM Jalan Tasik Permaisuri 2 Bandar Tun Razak 56000 Kuala...,http://rd.trovit.com/id.1T1Q61hDKJ1z/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.8/,#NA,iProperty,30+ days ago,MYR 550000,4,1364
408,Suasana Lumayan Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,[Hot unit] [cheapest] FOR SALE: SUASANA LUMAYAN CONDOMINIUM Jalan Tasik Permaisuri 2 Bandar Tun Razak 56000 Kuala Lumpur Wilayah...,http://rd.trovit.com/id.le14KC41O1V/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.9/,#NA,iProperty,30+ days ago,MYR 465000,4,1142
409,Vila Vista Taman Pertama Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Vila Vista Cheras approximately 1700sf 4 bedroom 4 bathroom 2 car park Fully furnished Mid floor. I only advertise accurate price listing. The pi,http://rd.trovit.com/id.1-mukV1M1rt/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.10/,#NA,iProperty,30+ days ago,MYR 1100000,4,1700
410,Shamelin Star Taman Shamelin Perkasa Cheras, 55300 Kuala Lumpur Federal Territory of Kuala Lumpur ,Shamelin Star Move in Condition For Sales. Asking price RM 630k nego 3room 2 bath KLCC facing 2 carparks partly furnished Pls Contact  WhatsApp ,http://rd.trovit.com/id.13K1v1q1016i1j/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.11/,#NA,iProperty,30+ days ago,MYR 630000,3,914
411,Pertama Residency Taman Kobena Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Pertama Residency for sale @ RM328k only. *. 610sf. High floor. Good Condition. Few Unit Available for sale. 1 Stop Service lawyer banker valu,http://rd.trovit.com/id.141zR1A191vC1Y/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.12/,#NA,iProperty,30+ days ago,MYR 328000,1,610
412,Connaught Avenue Taman Connaught Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,RM 33000000 Only! Fully furnished! Facilities: Swimming pool Wading pool Pool terrace Children playground 24urs security Roof garden lands,http://rd.trovit.com/id.-1SX1YYU1a6/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.13/,#NA,iProperty,30+ days ago,MYR 330000,3,950
413,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,Maxim Residence @ Cheras. 1050 sqft with Balcony. 3 Bedroom 2 Bathroom. 2 Car park. Partial furnished Amenities. MRT (Walking Distance). Cheras S,http://rd.trovit.com/id.141FbZw1n1t/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.14/,#NA,iProperty,30+ days ago,MYR 485000,3,1080
414,Casa Ria Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Casa ria Apartment Taman Maluri Cheras for sale. Built up: 1174sqft. 3 rooms 2 bathrooms. Freehold. Fully Furnished  Fully Renovated. Walk up ap,http://rd.trovit.com/id.181S16N513R1/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.15/,#NA,iProperty,30+ days ago,MYR 460000,3,1174
415,Shamelin Star Taman Shamelin Perkasa Cheras, 55300 Kuala Lumpur Federal Territory of Kuala Lumpur ,Nice unit mid floor Capri Tower facing one shamelin. 720sf. Semi-furnished complete with Kitchen lighting fan air-cond curtain and applianc,http://rd.trovit.com/id.16LL1G1AQ16h/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.16/,#NA,iProperty,30+ days ago,MYR 510000,2,720
416,Plaza 393 Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Fully furnished unit with airconds washing machine fridge fans water-heater sofa dining table n chairs tv n tv cabinet cooking stove mat,http://rd.trovit.com/id.16m1z51q1Dk1f/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.17/,#NA,iProperty,17 days ago,MYR 425000,3,970
417,Segar Courts Taman Segar Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Segar Perdana Court For Sales Segar Perdana Cheras. 760sf. 3 Rooms 2 Bathrooms. Walk Up Apartment. Leaseld Non Bumi. Asking price 190000 Don't,http://rd.trovit.com/id.1716A1a15g161j/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.18/,#NA,iProperty,30+ days ago,MYR 190000,3,760
418,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Altitude 236 Alam Damai Cheras. 1485 sqft. 3+1 rooms 3 baths. Partially Furnished unit. 2 carpark side by side RM 780000 (negotiable) Please C,http://rd.trovit.com/id.17f1KEl1x1T17/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.19/,#NA,iProperty,30+ days ago,MYR 780000,3,1485
419,Thelmes 2 Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Click below link to register only? Facilities Pool? Sky Walk? Transport. Shuttle Bus. MRT or LRT Station. Seremban / MRR2. KL.IPOH Plus Highway. ,http://rd.trovit.com/id.181IY171i11g1a/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.20/,#NA,iProperty,30+ days ago,MYR 358000,3,1104
420,Suasana Lumayan Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Suasana lumayan big size corner unit 1364sf 4 rooms 2 baths 2 parkings renovated unit with 3g door kitchen cabinet newly painted unit 2 air condi,http://rd.trovit.com/id.1E1i10r1mTu1R/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.21/,#NA,iProperty,30+ days ago,MYR 545000,4,1364
421,Shamelin Star Taman Shamelin Perkasa Cheras, 55300 Kuala Lumpur Federal Territory of Kuala Lumpur ,Shamelin Star Residence for sale*.#must view# good location! Good Amenities! Good Environment! Limited fully furnished. 897Sq. Ft. 3Room 2Bath. K,http://rd.trovit.com/id.1xrM1I1d1rE1O/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.22/,#NA,iProperty,30+ days ago,MYR 650000,2,897
422,Pertama Residency Taman Kobena Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,For sale / for rent! Pertama residency condo cheras kl. Studio unit. 610 SF. Facing cheras. High floor. No balcony. No car park. Fully furnished,http://rd.trovit.com/id.1zq1ll1xkIE/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.23/,#NA,iProperty,30+ days ago,MYR 350000,1,610
423,Manda'rina Court Taman Orkid Desa Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Cheras Mandarina Court For Sale. 780sf. 3 bedrooms. 2 bathrooms. 1 parking. *. With strata title*. Partial furnish. Air cond. Fan. fridge. Washin,http://rd.trovit.com/id.AD1k1b1-1aGf/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.24/,#NA,iProperty,30+ days ago,MYR 285000,3,780
424,Connaught Avenue Taman Connaught Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Cheras Taman Connaught Avenue Serviced Residence For Sale. 950sf. 3 rooms 2 baths 1 car park. Built in kitchen cabinet wardrobe and cookerod. B,http://rd.trovit.com/id.B1-w1o1Amf1v/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.23646web-modphp-175dbda3986eeee/tracking/what_d.kuala%20lumpur/type.1/page.17/cookieid.421531292365dbda3986e1f37.85855825/campaigns.283/pos.25/,#NA,iProperty,30+ days ago,MYR 325000,3,950
425,Suasana Lumayan Bandar Tun Razak Cheras, 56000 Bandar Tun Razak Salak South Kuala Lumpur Federal Territory of Kuala Lumpur ,Suasana lumayan condo at Bandar Sri Permaisuri. Just direct opposite Permaisuri Park. Block C. 4 rooms and 2 bathrooms. 1142sf. Corner unit. Inde,http://rd.trovit.com/id.C1c1i1V1D1NE6/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.1/,//img-ap-1.trovit.com/img1my/C1c1i1V1D1NE6/C1c1i1V1D1NE6.1_10.jpg,iProperty,30+ days ago,MYR 430000,3,1142
426,Shamelin Star Taman Shamelin Perkasa Cheras, 55300 Kuala Lumpur Federal Territory of Kuala Lumpur ,Last Release Direct Developer Units 10-15% Rebate FREE Legal Fees on Loan and Spa FREE Loan Stamp Duty 90% Loan with Panel Banks 0% Downpayment P,http://rd.trovit.com/id.fz1J1c1z141u1S/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.2/,//img-ap-1.trovit.com/img1my/fz1J1c1z141u1S/fz1J1c1z141u1S.1_10.jpg,iProperty,30+ days ago,MYR 680000,4,1054
427,Manda'rina Court Taman Orkid Desa Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,For Sale Build up 780 sqft 3 rooms 2 bathrooms + 1 car park. Selling price RM 288k. Econsave Hypermarket and well known 118 Food Court are just ,http://rd.trovit.com/id.gv1D1l1vad/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.3/,//img-ap-1.trovit.com/img1my/gv1D1l1vad/gv1D1l1vad.1_10.jpg,iProperty,30+ days ago,MYR 288000,3,780
428,Segar View Condominium Taman Segar Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Segar View for sales Cheras Sales: RM599K. 3 rooms  2 bathrooms. Kitchen come with built in cabinet. Well Maintance. Facilities: Gym.Swimming P,http://rd.trovit.com/id.jLKE1Gw1X1l/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.4/,//img-ap-1.trovit.com/img1my/jLKE1Gw1X1l/jLKE1Gw1X1l.1_10.jpg,iProperty,30+ days ago,MYR 599000,3,1066
429,Bustan Shamelin Taman Shamelin Perkasa Cheras, 55300 Kuala Lumpur Federal Territory of Kuala Lumpur ,Bustan Shamelin Apartment@Taman Shamelin Perkasa for Sale! 3 bedrooms 2 baths #Low density #4 Storey Building Remark= located at Forth floor For ,http://rd.trovit.com/id.po1E1i1k1kY_/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.5/,#NA,iProperty,13 days ago,MYR 320000,3,1023
430,Sky Vista Residency Taman Pertama Cheras, 56100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Sky Vista Residensy for Sale = RM 650k only! *. Freehold property. 4 rooms  2 Bathrooms. Klcc view. Current is tenented. Few units to choose. *F,http://rd.trovit.com/id.rb16I15e1mz/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.6/,#NA,iProperty,30+ days ago,MYR 650000,3,1450
431,Casa Ria Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Casa ria condo it's 10 min drive from klcc mall and city centre. It's situated in taman maluri. Very close to lrt/mrt station. Its easy access to,http://rd.trovit.com/id.sSew1X1B1P1W/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.7/,#NA,iProperty,30+ days ago,MYR 480000,3,1116
432,Altitude 236 Alam Damai Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,For viewing appointment please call yumi soh @ 016 211 0--- altitude 236 condo specialist units available for sale soh rina properties email # -,http://rd.trovit.com/id.Vr121_j01c1r/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.8/,#NA,iProperty,30+ days ago,MYR 820000,3,1389
433,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,Maxim Residences Taman Len Seng Cheras Maxim Residences Cheras NEW COMPLETED CONDO 3 room 2 bathroom With balcony and yard 2 parking lot Partly,http://rd.trovit.com/id.Vx51cV1g19K/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.9/,#NA,iProperty,25 days ago,MYR 480000,3,1050
434,Connaught Avenue Taman Connaught Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Connaught Avenue. Service Apartment Cheras KL for sale~ Area 950 sq. Ft. Balcony. KL view. Leasehold Middle floor Facing north Renovated with bu,http://rd.trovit.com/id.b1TkaN1c1zF/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.12864web-modphp-035dbda39dbd8bb/tracking/what_d.kuala%20lumpur/type.1/page.18/cookieid.421531292365dbda39dbcf096.84433543/campaigns.283/pos.10/,#NA,iProperty,30+ days ago,MYR 438000,3,950
